Country,Year,GNI_per_capita,Internet_Users,E_Waste_per_capita
Uruguay,2024,21650.0,91.9911,12.755
Uzbekistan,2019,2150.0,70.4,2.4
Uzbekistan,2020,2000.0,71.1,2.614
Uzbekistan,2021,2250.0,76.5904,2.847
Uzbekistan,2022,2500.0,83.9,3.1
Uzbekistan,2023,2750.0,89.0136,3.376
Vanuatu,2019,3740.0,37.5081,1.1
Vanuatu,2020,3390.0,41.3916,1.163
Vanuatu,2021,3500.0,45.6772,1.23
Vanuatu,2022,3830.0,45.6747,1.3
Vanuatu,2023,3890.0,45.7313,1.374
Vietnam,2019,3290.0,68.6616,2.7
Vietnam,2020,3400.0,70.3,3.026
Vietnam,2021,3540.0,74.21,3.391
Vietnam,2022,3980.0,78.59,3.8
Vietnam,2023,4150.0,78.08,4.259
Vietnam,2024,4490.0,84.15,4.772
Zambia,2019,1380.0,18.7,1.0
Zambia,2020,1120.0,24.5,1.032
Zambia,2021,1040.0,32.5,1.066
Zambia,2022,1170.0,15.0,1.1
Zambia,2023,1270.0,33.0,1.136
Zimbabwe,2019,2430.0,26.5883,1.1
Zimbabwe,2020,1980.0,29.2986,1.1
Zimbabwe,2021,2320.0,37.0967,1.1
Zimbabwe,2022,2580.0,37.8861,1.1
Zimbabwe,2023,2550.0,38.4266,1.1
